1	3	37	3	1	13	8	8	1	1	1	4	4	0	1
3	4	45	2	2	7	8	7	0	1	0	4	4	0	0
3	3	81	1	2	14	7	7	0	1	0	3	4	0	1
2	2	51	2	2	10	4	6	1	0	0	4	3	0	0
1	3	53	3	1	12	8	8	1	1	1	4	4	0	1
4	2	62	2	2	9	4	5	0	0	0	4	4	0	0
2	3	42	1	1	8	7	8	1	0	0	3	4	0	1
1	3	71	3	2	12	6	8	1	1	1	4	4	0	0
1	3	56	2	1	11	9	8	1	1	1	4	4	0	1
1	3	67	1	2	8	8	5	1	1	1	3	4	0	1
4	3	77	3	2	6	5	6	0	0	0	4	2	1	0
1	4	24	3	2	15	9	7	1	1	1	4	4	1	1
4	3	42	2	1	3	5	5	0	0	0	3	2	0	0
3	1	25	4	2	11	1	4	0	1	0	3	2	0	0
1	3	60	2	2	12	6	6	1	1	1	3	4	0	0
1	2	43	3	1	14	8	8	1	1	1	4	1	0	1
1	3	60	3	1	6	7	6	1	1	1	4	3	0	0
4	4	31	2	1	11	9	7	0	0	0	4	4	1	0
2	2	47	3	2	13	5	6	1	0	0	2	3	0	0
1	1	32	4	2	10	1	2	1	1	1	2	2	0	0
2	2	66	3	1	8	6	7	1	0	0	4	3	0	0
2	1	44	2	2	15	4	8	1	0	0	4	4	0	0
2	2	46	2	1	17	4	4	1	0	0	4	3	0	0
4	1	41	2	2	10	1	3	0	0	0	4	2	0	0
2	3	75	2	2	9	5	4	1	0	0	4	3	0	0
1	4	53	4	1	10	10	8	1	1	1	4	4	0	1
3	1	60	4	1	12	1	4	0	1	0	2	2	0	0
3	1	75	2	2	2	2	6	0	1	0	2	2	0	0
2	4	45	2	1	9	10	8	1	0	0	4	4	0	0
2	4	69	1	2	5	10	8	1	0	0	4	4	0	1
4	2	67	2	2	15	4	4	0	0	0	4	3	0	0
4	2	20	2	1	9	3	5	0	0	0	3	2	0	0
1	2	43	4	1	16	4	4	1	1	1	4	2	0	0
4	3	32	3	1	10	7	8	0	0	0	4	4	0	0
3	2	39	2	1	12	3	4	0	1	0	2	3	0	0
3	1	53	4	2	13	2	3	0	1	0	2	2	0	0
2	4	57	3	2	2	10	8	1	0	0	4	4	1	0
4	3	62	2	2	7	6	7	0	0	0	4	3	1	1
2	3	69	2	2	7	7	8	1	0	0	4	4	0	0
2	2	44	2	2	13	5	6	1	0	0	3	4	0	0
1	4	57	2	1	11	10	8	1	1	1	4	4	0	0
4	3	27	3	2	15	5	4	0	0	0	4	2	0	0
3	2	82	4	2	17	5	5	0	1	0	3	2	0	0
4	2	84	2	1	12	4	6	0	0	0	4	3	1	1
3	2	54	3	2	13	3	6	0	1	0	3	2	0	0
2	1	36	1	1	11	2	6	1	0	0	3	4	0	0
1	4	47	3	1	13	10	8	1	1	1	4	4	1	1
1	1	28	4	2	12	1	6	1	1	1	4	4	0	0
2	1	42	2	2	14	2	8	1	0	0	4	4	0	1
3	1	60	2	1	6	5	8	0	1	0	4	4	0	0
1	1	55	4	1	15	1	4	1	1	1	4	3	0	0
2	3	55	2	2	6	7	7	1	0	0	4	4	0	0
4	4	61	3	1	12	10	8	0	0	0	4	4	1	1
3	2	84	2	2	11	3	2	0	1	0	2	2	0	0
4	4	45	2	2	3	8	8	0	0	0	3	1	0	1
1	3	67	3	1	7	6	8	1	1	1	3	3	0	0
2	4	24	3	1	12	9	8	1	0	0	4	4	0	0
2	4	64	1	1	11	8	7	1	0	0	4	4	1	1
1	3	72	2	2	7	8	3	1	1	1	4	4	0	0
2	4	40	2	2	4	10	8	1	0	0	1	1	0	1
4	4	35	4	2	11	7	8	0	0	0	4	4	1	1
1	4	69	2	2	8	10	8	1	1	1	3	4	0	1
1	3	30	1	2	6	9	7	1	1	1	3	4	0	0
2	3	45	2	2	7	6	8	1	0	0	4	3	0	0
4	1	35	3	1	9	1	4	0	0	0	3	2	0	0
4	4	47	2	1	11	8	8	0	0	0	3	3	1	1
4	3	53	3	1	11	3	4	0	0	0	4	2	0	0
3	3	75	2	1	4	7	6	0	1	0	3	2	0	0
1	2	70	2	2	13	6	6	1	1	1	2	3	0	0
1	2	56	2	2	8	5	8	1	1	1	4	4	0	1
3	3	70	1	2	7	6	8	0	1	0	4	3	0	0
4	2	35	4	1	11	2	3	0	0	0	4	2	0	0
1	4	54	4	2	11	10	6	1	1	1	4	4	0	0
2	2	76	4	1	12	3	6	1	0	0	4	2	0	0
1	3	65	2	2	13	7	6	1	1	1	4	4	1	1
2	2	22	2	1	12	3	4	1	0	0	3	2	0	0
3	2	28	2	1	13	6	8	0	1	0	4	4	0	1
4	1	26	4	1	11	1	5	0	0	0	2	3	0	0
1	2	67	2	1	13	3	6	1	1	1	4	4	0	0
4	1	58	2	1	13	3	4	0	0	0	4	3	0	1
3	2	34	3	2	16	4	3	0	1	0	4	3	0	0
2	1	29	4	2	1	3	6	1	0	0	3	2	0	0
3	3	61	1	1	13	8	6	0	1	0	3	4	0	1
4	4	58	3	2	6	9	8	0	0	0	4	4	0	0
1	1	46	3	2	10	3	4	1	1	1	3	2	0	0
3	4	73	1	2	6	6	6	0	1	0	4	4	0	1
4	1	23	4	1	1	1	3	0	0	0	4	1	0	0
3	1	19	2	1	15	2	6	0	1	0	4	3	0	0
2	2	35	3	1	8	2	4	1	0	0	4	2	0	0
2	1	29	4	1	19	2	5	1	0	0	4	3	0	0
2	1	53	4	1	8	1	3	1	0	0	4	3	0	0
3	3	72	4	1	12	5	6	0	1	0	3	3	0	1
3	2	36	4	1	14	3	4	0	1	0	2	1	0	0
1	4	26	1	1	5	9	8	1	1	1	4	3	0	0
2	3	46	4	2	13	5	8	1	0	0	4	4	0	1
3	3	31	2	1	6	7	8	0	1	0	4	4	0	0
2	3	70	2	2	1	6	7	1	0	0	4	4	0	0
4	3	65	4	1	13	5	6	0	0	0	4	3	0	1
4	1	69	1	2	1	2	4	0	0	0	3	2	0	0
4	1	72	4	1	11	2	4	0	0	0	3	2	0	0
1	4	71	1	2	13	10	8	1	1	1	4	4	1	1
2	1	62	3	1	12	2	6	1	0	0	3	3	0	0
3	3	37	4	1	13	5	5	0	1	0	3	3	0	0
2	1	36	2	2	5	1	6	1	0	0	3	3	0	0
4	2	47	3	2	9	2	4	0	0	0	2	3	0	0
3	2	47	4	1	16	3	4	0	1	0	3	3	0	0
1	1	28	4	1	4	1	3	1	1	1	3	3	0	0
2	2	34	4	2	11	3	6	1	0	0	3	2	0	0
2	1	69	4	1	10	1	4	1	0	0	2	2	0	0
3	3	47	2	1	12	8	8	0	1	0	3	3	0	1
1	4	73	2	1	11	9	8	1	1	1	4	4	0	1
3	1	63	2	2	10	1	3	0	1	0	4	2	0	0
2	2	33	1	1	1	5	4	1	0	0	4	2	0	0
1	2	42	2	2	6	5	4	1	1	1	3	2	0	0
3	2	43	2	2	7	3	6	0	1	0	4	4	1	1
4	1	50	4	2	16	1	4	0	0	0	3	2	0	0
2	2	56	4	1	10	4	7	1	0	0	4	3	0	1
3	2	28	3	2	11	4	6	0	1	0	4	2	0	0
1	2	44	3	2	13	6	8	1	1	1	3	4	0	0
3	2	38	4	2	9	3	6	0	1	0	3	1	0	0
1	4	34	4	2	14	9	7	1	1	1	4	2	0	0
2	1	56	3	1	16	1	3	1	0	0	4	2	0	0
3	2	47	4	1	11	2	6	0	1	0	3	2	0	0
4	2	42	4	1	7	5	6	0	0	0	4	4	0	1
3	2	53	3	2	16	2	5	0	1	0	4	2	0	0
3	1	38	4	2	11	2	4	0	1	0	1	1	0	0
2	2	50	4	2	11	4	4	1	0	0	2	3	0	0
3	3	21	2	1	15	6	7	0	1	0	4	3	0	1
4	2	25	3	1	18	3	6	0	0	0	4	3	0	0
3	1	58	2	2	16	3	8	0	1	0	3	4	0	1
4	2	39	3	1	10	3	7	0	0	0	4	3	1	0
4	4	26	3	2	7	10	8	0	0	0	4	4	0	0
4	2	61	3	2	8	6	6	0	0	0	4	4	0	1
1	2	29	3	2	11	3	4	1	1	1	3	1	0	0
3	4	39	3	2	12	10	7	0	1	0	4	4	0	1
2	2	40	4	1	11	5	6	1	0	0	4	4	0	1
1	2	30	4	2	11	2	4	1	1	1	1	2	0	0
2	1	64	4	2	10	1	5	1	0	0	3	1	0	0
2	3	50	1	1	5	8	7	1	0	0	4	3	0	1
2	2	33	4	2	12	7	8	1	0	0	4	4	0	0
3	2	35	2	1	9	4	6	0	1	0	3	4	0	1
1	2	26	4	2	16	4	5	1	1	1	3	3	0	0
1	4	44	3	1	16	8	8	1	1	1	4	4	0	0
1	2	44	3	1	13	4	6	1	1	1	3	4	0	1
1	4	25	3	1	11	10	8	1	1	1	4	4	1	1
3	1	44	4	1	17	1	4	0	1	0	3	1	0	0
2	3	51	4	2	17	7	8	1	0	0	4	4	1	1
2	1	62	4	2	14	3	6	1	0	0	4	3	0	0
4	1	55	4	2	18	1	8	0	0	0	4	4	0	1
3	2	43	4	1	13	3	6	0	1	0	4	3	0	1
4	1	53	4	1	12	1	3	0	0	0	4	3	1	1
3	3	49	3	2	10	4	4	0	1	0	3	3	0	1
3	2	34	3	1	11	3	4	0	1	0	2	2	0	0
4	4	36	2	1	11	7	7	0	0	0	4	4	0	0
2	1	31	4	1	11	1	3	1	0	0	4	3	0	1
4	2	57	4	2	15	3	5	0	0	0	4	2	0	0
2	2	18	1	2	16	4	6	1	0	0	3	1	0	0
3	2	37	4	2	12	3	6	0	1	0	4	3	0	0
3	1	63	4	1	16	1	4	0	1	0	4	1	0	0
2	3	48	4	2	16	6	8	1	0	0	3	3	0	0
4	4	32	2	1	13	10	8	0	0	0	4	4	0	1
2	3	28	3	2	9	5	5	1	0	0	3	2	0	0
4	2	45	2	2	13	4	5	0	0	0	2	3	0	0
1	3	59	3	1	13	5	8	1	1	1	3	4	1	1
4	4	82	2	2	10	9	8	0	0	0	4	3	1	0
2	1	62	4	2	2	2	4	1	0	0	2	2	0	0
1	1	35	4	2	19	2	5	1	1	1	3	3	0	0
4	1	47	3	2	15	2	5	0	0	0	3	1	0	1
3	4	65	3	1	15	9	8	0	1	0	4	2	0	0
1	3	62	2	1	13	6	8	1	1	1	4	4	0	0
4	3	59	4	2	18	5	7	0	0	0	4	4	0	1
4	2	51	4	2	9	4	6	0	0	0	3	2	0	0
1	2	33	2	2	12	6	6	1	1	1	4	4	0	0
1	3	27	3	2	8	7	6	1	1	1	3	3	0	0
2	2	54	4	2	10	3	3	1	0	0	4	2	1	0
3	1	58	4	1	5	1	2	0	1	0	2	1	0	0
2	1	20	3	1	3	1	3	1	0	0	1	2	0	0
3	1	47	4	1	5	1	3	0	1	0	3	3	0	0
2	3	29	2	1	12	8	7	1	0	0	3	4	1	1
3	4	54	2	2	4	10	8	0	1	0	4	4	0	0
1	3	24	4	2	7	5	6	1	1	1	3	3	0	0
2	4	47	2	2	10	10	8	1	0	0	4	4	1	1
3	3	25	3	2	11	5	3	0	1	0	3	2	0	0
4	2	28	2	1	10	3	6	0	0	0	3	3	0	0
2	2	57	4	1	16	5	6	1	0	0	1	3	0	1
4	3	26	2	1	8	8	6	0	0	0	4	4	0	0
1	3	43	2	1	7	5	7	1	1	1	1	3	0	1
4	2	35	2	1	12	4	6	0	0	0	4	4	0	1
4	3	29	4	2	11	5	5	0	0	0	3	2	0	0
2	1	26	3	2	14	3	4	1	0	0	3	3	0	0
3	4	18	2	2	15	10	8	0	1	0	4	4	0	0
4	1	60	4	2	12	1	2	0	0	0	3	1	0	0
4	1	42	4	2	15	1	3	0	0	0	4	2	0	0
1	3	29	2	2	15	8	8	1	1	1	4	4	0	1
3	2	57	4	2	10	3	4	0	1	0	2	1	0	0
2	4	53	2	2	14	8	8	1	0	0	4	4	0	1
3	1	27	3	1	6	1	6	0	1	0	4	3	0	0
1	3	25	4	1	8	7	7	1	1	1	4	4	0	1
3	2	37	3	2	7	5	4	0	1	0	4	2	0	0
1	3	25	3	2	12	5	7	1	1	1	3	3	0	1
1	1	38	4	2	13	2	3	1	1	1	4	3	0	0
1	2	39	4	2	15	3	5	1	1	1	4	3	0	0
1	2	26	3	1	7	5	6	1	1	1	4	4	0	1
4	1	45	4	2	18	3	3	0	0	0	4	3	0	0
2	2	27	3	1	13	3	7	1	0	0	2	4	0	0
3	1	46	2	1	12	1	5	0	1	0	3	2	0	0
1	2	62	2	1	3	3	2	1	1	1	4	3	0	0
3	2	44	2	2	12	4	5	0	1	0	3	2	0	0
3	2	65	4	1	9	4	8	0	1	0	4	3	0	0
2	4	34	4	1	8	10	7	1	0	0	3	3	0	0
4	2	66	2	2	11	5	8	0	0	0	3	3	1	1
3	1	44	2	2	14	1	4	0	1	0	2	2	0	0
1	3	34	2	1	13	5	5	1	1	1	3	3	0	1
4	3	43	3	1	10	9	8	0	0	0	4	4	0	0
2	3	30	2	1	9	6	7	1	0	0	4	4	0	0
1	4	27	3	2	17	10	7	1	1	1	4	4	0	1
1	3	20	2	2	17	6	4	1	1	1	3	2	0	1
2	3	56	2	2	10	8	8	1	0	0	4	3	0	0
2	4	42	2	1	12	8	7	1	0	0	3	4	0	1
3	2	44	4	1	17	5	6	0	1	0	3	1	0	0
4	2	28	4	2	14	4	6	0	0	0	4	1	0	1
2	1	38	4	2	14	1	6	1	0	0	2	2	0	0
1	2	29	4	1	10	7	7	1	1	1	4	4	0	1
4	1	52	3	2	1	1	2	0	0	0	3	2	0	0
